,Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Zona,Precio_m2
1758,Apartamento,Apartamento en venta en Usaquén,2,2,63,Usaquén,Usaquén,$ 285.000.000,$,285000000,285.0,Zona Norte,5.65558134903221
1759,Apartamento,Apartamento en venta en Usaquén,3,3,94,Usaquén,Usaquén,$ 360.000.000,$,360000000,360.0,Zona Norte,5.65558134903221
1760,Apartamento,Apartamento en venta en Usaquén,3,2,94,Usaquén,Usaquén,$ 345.000.000,$,345000000,345.0,Zona Norte,5.65558134903221
1761,Casa,Casa en venta en Usaquén,3,3,140,Usaquén,Usaquén,$ 534.000.000,$,534000000,534.0,Zona Norte,5.65558134903221
1763,Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000,$,408000000,408.0,Zona Norte,5.65558134903221
1764,Apartamento,Apartamento en venta en Usaquén,3,2,61,Usaquén,Usaquén,$ 270.000.000,$,270000000,270.0,Zona Norte,5.65558134903221
1765,Apartamento,Apartamento en venta en Usaquén,2,2,124,Usaquén,Usaquén,$ 1.100.000.000,$,1100000000,1100.0,Zona Norte,5.65558134903221
1766,Apartamento,Apartamento en venta en Usaquén,3,3,130,Usaquén,Usaquén,$ 995.000.000,$,995000000,995.0,Zona Norte,5.65558134903221
1767,Apartamento,Apartamento en venta en Usaquén,2,2,68,Usaquén,Usaquén,$ 380.000.000,$,380000000,380.0,Zona Norte,5.65558134903221
1768,Apartamento,Apartamento en venta en Usaquén,2,3,122,Usaquén,Usaquén,$ 890.000.000,$,890000000,890.0,Zona Norte,5.65558134903221
1770,Casa,Casa en venta en Usaquén,3,2,114,Usaquén,Usaquén,$ 416.000.000,$,416000000,416.0,Zona Norte,5.65558134903221
1771,Casa,Casa en venta en Usaquén,3,2,114,Usaquén,Usaquén,$ 416.000.000,$,416000000,416.0,Zona Norte,5.65558134903221
1772,Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000,$,261500000,261.5,Zona Norte,5.65558134903221
1773,Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000,$,408000000,408.0,Zona Norte,5.65558134903221
1774,Apartamento,Apartamento en venta en Usaquén,1,2,72,Usaquén,Usaquén,$ 450.000.000,$,450000000,450.0,Zona Norte,5.65558134903221
1775,Apartamento,Apartamento en venta en Usaquén,3,3,89,Usaquén,Usaquén,$ 460.000.000,$,460000000,460.0,Zona Norte,5.65558134903221
1776,Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000,$,261500000,261.5,Zona Norte,5.65558134903221
1777,Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000,$,408000000,408.0,Zona Norte,5.65558134903221
1778,Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000,$,408000000,408.0,Zona Norte,5.65558134903221
1779,Casa,Casa en venta en Usaquén,5,3,130,Usaquén,Usaquén,$ 505.000.000,$,505000000,505.0,Zona Norte,5.65558134903221
1780,Casa,Casa en venta en Usaquén,3,3,140,Usaquén,Usaquén,$ 534.000.000,$,534000000,534.0,Zona Norte,5.65558134903221
1781,Apartamento,Apartamento en venta en Usaquén,2,3,77,Usaquén,Usaquén,$ 445.000.000,$,445000000,445.0,Zona Norte,5.65558134903221
1782,Apartamento,Apartamento en venta en Usaquén,3,3,82,Usaquén,Usaquén,$ 300.000.000,$,300000000,300.0,Zona Norte,5.65558134903221
1783,Apartamento,Apartamento en venta en Usaquén,3,2,82,Usaquén,Usaquén,$ 340.000.000,$,340000000,340.0,Zona Norte,5.65558134903221
1784,Casa,Casa en venta en Usaquén,3,5,175,Usaquén,Usaquén,$ 1.170.000.000,$,1170000000,1170.0,Zona Norte,5.65558134903221
1785,Apartamento,Apartamento en venta en Usaquén,3,2,88,Usaquén,Usaquén,$ 408.000.000,$,408000000,408.0,Zona Norte,5.65558134903221
1786,Apartamento,Apartamento en venta en Usaquén,3,2,61,Usaquén,Usaquén,$ 270.000.000,$,270000000,270.0,Zona Norte,5.65558134903221
1787,Apartamento,Apartamento en venta en Usaquén,1,2,70,Usaquén,Usaquén,$ 474.500.000,$,474500000,474.5,Zona Norte,5.65558134903221
1788,Apartamento,Apartamento en venta en Usaquén,3,3,177,Usaquén,Usaquén,$ 875.000.000,$,875000000,875.0,Zona Norte,5.65558134903221
1789,Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,$,349000000,349.0,Zona Norte,5.65558134903221
1790,Apartamento,Apartamento en venta en Usaquén,3,2,82,Usaquén,Usaquén,$ 406.000.000,$,406000000,406.0,Zona Norte,5.65558134903221
1791,Apartamento,Apartamento en venta en Usaquén,2,3,85,Usaquén,Usaquén,$ 519.000.000,$,519000000,519.0,Zona Norte,5.65558134903221
1793,Apartamento,Apartamento en venta en Usaquén,3,2,86,Usaquén,Usaquén,$ 451.000.000,$,451000000,451.0,Zona Norte,5.65558134903221
1794,Apartamento,Apartamento en venta en Usaquén,3,2,92,Usaquén,Usaquén,$ 491.000.000,$,491000000,491.0,Zona Norte,5.65558134903221
1795,Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000,$,261500000,261.5,Zona Norte,5.65558134903221
1796,Apartamento,Apartamento en venta en Usaquén,3,2,67,Usaquén,Usaquén,$ 268.000.000,$,268000000,268.0,Zona Norte,5.65558134903221
1797,Apartamento,Apartamento en venta en Usaquén,3,2,98,Usaquén,Usaquén,$ 458.000.000,$,458000000,458.0,Zona Norte,5.65558134903221
1798,Casa,Casa en venta en Usaquén,3,4,180,Usaquén,Usaquén,$ 2.500.000.000,$,2500000000,2500.0,Zona Norte,5.65558134903221
1799,Apartamento,Apartamento en venta en Usaquén,3,3,96,Usaquén,Usaquén,$ 450.000.000,$,450000000,450.0,Zona Norte,5.65558134903221
1800,Casa,Casa en venta en Usaquén,3,3,201,Usaquén,Usaquén,$ 980.000.000,$,980000000,980.0,Zona Norte,5.65558134903221
1801,Apartamento,Apartamento en venta en Usaquén,3,2,60,Usaquén,Usaquén,$ 250.000.000,$,250000000,250.0,Zona Norte,5.65558134903221
1802,Apartamento,Apartamento en venta en Usaquén,3,2,82,Usaquén,Usaquén,$ 340.000.000,$,340000000,340.0,Zona Norte,5.65558134903221
1803,Apartamento,Apartamento en venta en Usaquén,3,2,93,Usaquén,Usaquén,$ 500.000.000,$,500000000,500.0,Zona Norte,5.65558134903221
1805,Apartamento,Apartamento en venta en Usaquén,3,3,115,Usaquén,Usaquén,$ 468.000.000,$,468000000,468.0,Zona Norte,5.65558134903221
1806,Apartamento,Apartamento en venta en Usaquén,3,2,86,Usaquén,Usaquén,$ 451.000.000,$,451000000,451.0,Zona Norte,5.65558134903221
1807,Apartamento,Apartamento en venta en Usaquén,3,4,210,Usaquén,Usaquén,$ 1.300.000.000,$,1300000000,1300.0,Zona Norte,5.65558134903221
1809,Apartamento,Apartamento en venta en Usaquén,1,2,70,Usaquén,Usaquén,$ 474.500.000,$,474500000,474.5,Zona Norte,5.65558134903221
1810,Apartamento,Apartamento en venta en Usaquén,2,3,122,Usaquén,Usaquén,$ 890.000.000,$,890000000,890.0,Zona Norte,5.65558134903221
1812,Apartamento,Apartamento en venta en Usaquén,3,2,90,Usaquén,Usaquén,$ 560.000.000,$,560000000,560.0,Zona Norte,5.65558134903221
1813,Casa,Casa en venta en Usaquén,3,2,114,Usaquén,Usaquén,$ 416.000.000,$,416000000,416.0,Zona Norte,5.65558134903221
1814,Apartamento,Apartamento en venta en Usaquén,3,2,80,Usaquén,Usaquén,$ 320.000.000,$,320000000,320.0,Zona Norte,5.65558134903221
1815,Apartamento,Apartamento en venta en Usaquén,3,3,139,Usaquén,Usaquén,$ 890.000.000,$,890000000,890.0,Zona Norte,5.65558134903221
1816,Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000,$,261500000,261.5,Zona Norte,5.65558134903221
1817,Casa,Casa en venta en Usaquén,3,2,114,Usaquén,Usaquén,$ 416.000.000,$,416000000,416.0,Zona Norte,5.65558134903221
1818,Apartamento,Apartamento en venta en Usaquén,1,2,51,Usaquén,Usaquén,$ 430.000.000,$,430000000,430.0,Zona Norte,5.65558134903221
1820,Apartamento,Apartamento en venta en Usaquén,1,2,51,Usaquén,Usaquén,$ 327.000.000,$,327000000,327.0,Zona Norte,5.65558134903221
1821,Apartamento,Apartamento en venta en Usaquén,3,2,99,Usaquén,Usaquén,$ 440.000.000,$,440000000,440.0,Zona Norte,5.65558134903221
1822,Apartamento,Apartamento en venta en Usaquén,2,2,78,Usaquén,Usaquén,$ 510.000.000,$,510000000,510.0,Zona Norte,5.65558134903221
1823,Apartamento,Apartamento en venta en Usaquén,2,3,76,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1824,Apartamento,Apartamento en venta en Usaquén,4,3,115,Usaquén,Usaquén,$ 500.000.000,$,500000000,500.0,Zona Norte,5.65558134903221
1825,Apartamento,Apartamento en venta en Usaquén,3,3,220,Usaquén,Usaquén,$ 1.540.000.000,$,1540000000,1540.0,Zona Norte,5.65558134903221
1826,Apartamento,Apartamento en venta en Usaquén,3,2,79,Usaquén,Usaquén,$ 300.000.000,$,300000000,300.0,Zona Norte,5.65558134903221
1827,Apartamento,Apartamento en venta en Usaquén,3,4,206,Usaquén,Usaquén,$ 1.250.000.000,$,1250000000,1250.0,Zona Norte,5.65558134903221
1828,Apartamento,Apartamento en venta en Usaquén,3,2,79,Usaquén,Usaquén,$ 300.000.000,$,300000000,300.0,Zona Norte,5.65558134903221
1829,Apartamento,Apartamento en venta en Usaquén,3,3,149,Usaquén,Usaquén,$ 1.170.000.000,$,1170000000,1170.0,Zona Norte,5.65558134903221
1830,Apartamento,Apartamento en venta en Usaquén,1,2,59,Usaquén,Usaquén,$ 369.000.000,$,369000000,369.0,Zona Norte,5.65558134903221
1831,Apartamento,Apartamento en venta en Usaquén,2,2,61,Usaquén,Usaquén,$ 285.000.000,$,285000000,285.0,Zona Norte,5.65558134903221
1832,Apartamento,Apartamento en venta en Usaquén,2,2,82,Usaquén,Usaquén,$ 460.000.000,$,460000000,460.0,Zona Norte,5.65558134903221
1834,Apartamento,Apartamento en venta en Usaquén,3,2,79,Usaquén,Usaquén,$ 300.000.000,$,300000000,300.0,Zona Norte,5.65558134903221
1835,Apartamento,Apartamento en venta en Usaquén,3,3,137,Usaquén,Usaquén,$ 1.200.000.000,$,1200000000,1200.0,Zona Norte,5.65558134903221
1836,Apartamento,Apartamento en venta en Usaquén,3,2,79,Usaquén,Usaquén,$ 300.000.000,$,300000000,300.0,Zona Norte,5.65558134903221
1837,Apartamento,Apartamento en venta en Usaquén,3,3,149,Usaquén,Usaquén,$ 1.170.000.000,$,1170000000,1170.0,Zona Norte,5.65558134903221
1838,Apartamento,Apartamento en venta en Usaquén,3,4,206,Usaquén,Usaquén,$ 1.250.000.000,$,1250000000,1250.0,Zona Norte,5.65558134903221
1839,Apartamento,Apartamento en venta en Usaquén,3,3,131,Usaquén,Usaquén,$ 1.100.000.000,$,1100000000,1100.0,Zona Norte,5.65558134903221
1840,Apartamento,Apartamento en venta en Usaquén,4,3,126,Usaquén,Usaquén,$ 630.000.000,$,630000000,630.0,Zona Norte,5.65558134903221
1841,Apartamento,Apartamento en venta en Usaquén,3,2,60,Usaquén,Usaquén,$ 220.000.000,$,220000000,220.0,Zona Norte,5.65558134903221
1843,Apartamento,Apartamento en venta en Usaquén,2,2,49,Usaquén,Usaquén,$ 355.000.000,$,355000000,355.0,Zona Norte,5.65558134903221
1844,Apartamento,Apartamento en venta en Usaquén,1,2,33,Usaquén,Usaquén,$ 275.000.000,$,275000000,275.0,Zona Norte,5.65558134903221
1845,Apartamento,Apartamento en venta en Usaquén,4,3,115,Usaquén,Usaquén,$ 500.000.000,$,500000000,500.0,Zona Norte,5.65558134903221
1846,Apartamento,Apartamento en venta en Usaquén,3,3,131,Usaquén,Usaquén,$ 1.100.000.000,$,1100000000,1100.0,Zona Norte,5.65558134903221
1847,Apartamento,Apartamento en venta en Usaquén,2,2,91,Usaquén,Usaquén,$ 490.000.000,$,490000000,490.0,Zona Norte,5.65558134903221
1848,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1849,Apartamento,Apartamento en venta en Usaquén,2,2,79,Usaquén,Usaquén,$ 483.000.000,$,483000000,483.0,Zona Norte,5.65558134903221
1850,Apartamento,Apartamento en venta en Usaquén,1,2,66,Usaquén,Usaquén,$ 449.500.000,$,449500000,449.5,Zona Norte,5.65558134903221
1851,Casa,Casa en venta en Usaquén,4,4,124,Usaquén,Usaquén,$ 700.000.000,$,700000000,700.0,Zona Norte,5.65558134903221
1852,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1854,Apartamento,Apartamento en venta en Usaquén,1,2,66,Usaquén,Usaquén,$ 449.500.000,$,449500000,449.5,Zona Norte,5.65558134903221
1855,Apartamento,Apartamento en venta en Usaquén,2,2,60,Usaquén,Usaquén,$ 422.000.000,$,422000000,422.0,Zona Norte,5.65558134903221
1856,Apartamento,Apartamento en venta en Usaquén,2,2,79,Usaquén,Usaquén,$ 483.000.000,$,483000000,483.0,Zona Norte,5.65558134903221
1857,Apartamento,Apartamento en venta en Usaquén,2,1,68,Usaquén,Usaquén,$ 350.000.000,$,350000000,350.0,Zona Norte,5.65558134903221
1858,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1859,Apartamento,Apartamento en venta en Usaquén,3,4,143,Usaquén,Usaquén,$ 995.000.000,$,995000000,995.0,Zona Norte,5.65558134903221
1860,Apartamento,Apartamento en venta en Usaquén,1,2,65,Usaquén,Usaquén,$ 356.000.000,$,356000000,356.0,Zona Norte,5.65558134903221
1861,Apartamento,Apartamento en venta en Usaquén,3,3,94,Usaquén,Usaquén,$ 426.000.000,$,426000000,426.0,Zona Norte,5.65558134903221
1862,Apartamento,Apartamento en venta en Usaquén,3,4,157,Usaquén,Usaquén,$ 1.450.000.000,$,1450000000,1450.0,Zona Norte,5.65558134903221
1863,Apartamento,Apartamento en venta en Usaquén,4,2,92,Usaquén,Usaquén,$ 491.000.000,$,491000000,491.0,Zona Norte,5.65558134903221
1864,Apartamento,Apartamento en venta en Usaquén,2,3,111,Usaquén,Usaquén,$ 960.000.000,$,960000000,960.0,Zona Norte,5.65558134903221
1865,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1866,Apartamento,Apartamento en venta en Usaquén,3,3,69,Usaquén,Usaquén,$ 260.000.000,$,260000000,260.0,Zona Norte,5.65558134903221
1867,Apartamento,Apartamento en venta en Usaquén,1,2,56,Usaquén,Usaquén,$ 515.000.000,$,515000000,515.0,Zona Norte,5.65558134903221
1868,Apartamento,Apartamento en venta en Usaquén,2,1,37,Usaquén,Usaquén,$ 143.000.000,$,143000000,143.0,Zona Norte,5.65558134903221
1869,Apartamento,Apartamento en venta en Usaquén,2,2,50,Usaquén,Usaquén,$ 235.000.000,$,235000000,235.0,Zona Norte,5.65558134903221
1871,Apartamento,Apartamento en venta en Usaquén,2,3,92,Usaquén,Usaquén,$ 360.000.000,$,360000000,360.0,Zona Norte,5.65558134903221
1872,Apartamento,Apartamento en venta en Usaquén,2,3,85,Usaquén,Usaquén,$ 400.000.000,$,400000000,400.0,Zona Norte,5.65558134903221
1873,Apartamento,Apartamento en venta en Usaquén,3,4,180,Usaquén,Usaquén,$ 995.000.000,$,995000000,995.0,Zona Norte,5.65558134903221
1874,Apartamento,Apartamento en venta en Usaquén,2,4,144,Usaquén,Usaquén,$ 980.000.000,$,980000000,980.0,Zona Norte,5.65558134903221
1875,Apartamento,Apartamento en venta en Usaquén,1,2,65,Usaquén,Usaquén,$ 535.000.000,$,535000000,535.0,Zona Norte,5.65558134903221
1876,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1877,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1878,Apartamento,Apartamento en venta en Usaquén,3,2,96,Usaquén,Usaquén,$ 377.900.000,$,377900000,377.9,Zona Norte,5.65558134903221
1879,Apartamento,Apartamento en venta en Usaquén,3,5,203,Usaquén,Usaquén,$ 2.000.000.000,$,2000000000,2000.0,Zona Norte,5.65558134903221
1880,Apartamento,Apartamento en venta en Usaquén,2,4,141,Usaquén,Usaquén,$ 1.036.000.000,$,1036000000,1036.0,Zona Norte,5.65558134903221
1881,Casa,Casa en venta en Usaquén,3,4,189,Usaquén,Usaquén,$ 700.000.000,$,700000000,700.0,Zona Norte,5.65558134903221
1882,Casa,Casa en venta en Usaquén,5,4,147,Usaquén,Usaquén,$ 522.500.000,$,522500000,522.5,Zona Norte,5.65558134903221
1883,Apartamento,Apartamento en venta en Usaquén,1,1,59,Usaquén,Usaquén,$ 420.000.000,$,420000000,420.0,Zona Norte,5.65558134903221
1884,Apartamento,Apartamento en venta en Usaquén,2,2,60,Usaquén,Usaquén,$ 422.000.000,$,422000000,422.0,Zona Norte,5.65558134903221
1885,Apartamento,Apartamento en venta en Usaquén,1,2,65,Usaquén,Usaquén,$ 356.000.000,$,356000000,356.0,Zona Norte,5.65558134903221
1886,Apartamento,Apartamento en venta en Usaquén,4,2,160,Usaquén,Usaquén,$ 390.000.000,$,390000000,390.0,Zona Norte,5.65558134903221
1887,Casa,Casa en venta en Usaquén,3,3,75,Usaquén,Usaquén,$ 330.000.000,$,330000000,330.0,Zona Norte,5.65558134903221
1888,Apartamento,Apartamento en venta en Usaquén,3,4,168,Usaquén,Usaquén,$ 1.050.000.000,$,1050000000,1050.0,Zona Norte,5.65558134903221
1890,Apartamento,Apartamento en venta en Usaquén,2,2,60,Usaquén,Usaquén,$ 422.000.000,$,422000000,422.0,Zona Norte,5.65558134903221
1891,Apartamento,Apartamento en venta en Usaquén,1,2,51,Usaquén,Usaquén,$ 327.000.000,$,327000000,327.0,Zona Norte,5.65558134903221
1892,Apartamento,Apartamento en venta en Usaquén,3,3,89,Usaquén,Usaquén,$ 500.000.000,$,500000000,500.0,Zona Norte,5.65558134903221
1893,Apartamento,Apartamento en venta en Usaquén,3,2,99,Usaquén,Usaquén,$ 440.000.000,$,440000000,440.0,Zona Norte,5.65558134903221
1894,Apartamento,Apartamento en venta en Usaquén,3,3,220,Usaquén,Usaquén,$ 1.540.000.000,$,1540000000,1540.0,Zona Norte,5.65558134903221
1895,Apartamento,Apartamento en venta en Usaquén,3,4,181,Usaquén,Usaquén,$ 870.000.000,$,870000000,870.0,Zona Norte,5.65558134903221
1896,Casa,Casa en venta en Usaquén,5,4,154,Usaquén,Usaquén,$ 630.000.000,$,630000000,630.0,Zona Norte,5.65558134903221
1897,Apartamento,Apartamento en venta en Usaquén,2,2,59,Usaquén,Usaquén,$ 380.000.000,$,380000000,380.0,Zona Norte,5.65558134903221
1898,Apartamento,Apartamento en venta en Usaquén,3,3,180,Usaquén,Usaquén,$ 900.000.000,$,900000000,900.0,Zona Norte,5.65558134903221
1899,Apartamento,Apartamento en venta en Usaquén,3,4,169,Usaquén,Usaquén,$ 995.000.000,$,995000000,995.0,Zona Norte,5.65558134903221
1900,Apartamento,Apartamento en venta en Usaquén,2,2,71,Usaquén,Usaquén,$ 476.500.000,$,476500000,476.5,Zona Norte,5.65558134903221
1901,Apartamento,Apartamento en venta en Usaquén,3,2,101,Usaquén,Usaquén,$ 710.000.000,$,710000000,710.0,Zona Norte,5.65558134903221
1902,Apartamento,Apartamento en venta en Usaquén,4,5,196,Usaquén,Usaquén,$ 1.000.000.000,$,1000000000,1000.0,Zona Norte,5.65558134903221
1903,Apartamento,Apartamento en venta en Usaquén,2,2,81,Usaquén,Usaquén,$ 465.000.000,$,465000000,465.0,Zona Norte,5.65558134903221
1904,Casa,Casa en venta en Usaquén,4,4,124,Usaquén,Usaquén,$ 700.000.000,$,700000000,700.0,Zona Norte,5.65558134903221
1905,Apartamento,Apartamento en venta en Usaquén,2,2,79,Usaquén,Usaquén,$ 483.000.000,$,483000000,483.0,Zona Norte,5.65558134903221
1906,Apartamento,Apartamento en venta en Usaquén,1,2,66,Usaquén,Usaquén,$ 449.500.000,$,449500000,449.5,Zona Norte,5.65558134903221
1907,Apartamento,Apartamento en venta en Usaquén,2,2,60,Usaquén,Usaquén,$ 422.000.000,$,422000000,422.0,Zona Norte,5.65558134903221
1908,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1909,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1911,Apartamento,Apartamento en venta en Usaquén,1,2,65,Usaquén,Usaquén,$ 356.000.000,$,356000000,356.0,Zona Norte,5.65558134903221
1912,Apartamento,Apartamento en venta en Usaquén,4,2,92,Usaquén,Usaquén,$ 491.000.000,$,491000000,491.0,Zona Norte,5.65558134903221
1913,Casa,Casa en venta en Usaquén,3,3,75,Usaquén,Usaquén,$ 330.000.000,$,330000000,330.0,Zona Norte,5.65558134903221
1914,Apartamento,Apartamento en venta en Usaquén,4,2,160,Usaquén,Usaquén,$ 390.000.000,$,390000000,390.0,Zona Norte,5.65558134903221
1915,Apartamento,Apartamento en venta en Usaquén,3,2,102,Usaquén,Usaquén,$ 370.260.000,$,370260000,370.26,Zona Norte,5.65558134903221
1916,Apartamento,Apartamento en venta en Usaquén,2,2,75,Usaquén,Usaquén,$ 550.000.000,$,550000000,550.0,Zona Norte,5.65558134903221
1917,Apartamento,Apartamento en venta en Usaquén,3,3,170,Usaquén,Usaquén,$ 1.000.000.000,$,1000000000,1000.0,Zona Norte,5.65558134903221
1918,Apartamento,Apartamento en venta en Usaquén,2,2,57,Usaquén,Usaquén,$ 310.000.000,$,310000000,310.0,Zona Norte,5.65558134903221
1919,Apartamento,Apartamento en venta en Usaquén,4,2,92,Usaquén,Usaquén,$ 491.000.000,$,491000000,491.0,Zona Norte,5.65558134903221
1920,Casa,Casa en venta en Usaquén,1,1,58,Usaquén,Usaquén,$ 460.000.000,$,460000000,460.0,Zona Norte,5.65558134903221
1921,Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,Zona Norte,5.65558134903221
1922,Apartamento,Apartamento en venta en Usaquén,3,4,143,Usaquén,Usaquén,$ 995.000.000,$,995000000,995.0,Zona Norte,5.65558134903221
1923,Casa,Casa en venta en Usaquén,4,2,73,Usaquén,Usaquén,$ 280.000.000,$,280000000,280.0,Zona Norte,5.65558134903221
1924,Apartamento,Apartamento en venta en Usaquén,3,2,69,Usaquén,Usaquén,$ 390.000.000,$,390000000,390.0,Zona Norte,5.65558134903221
